level,action,base_int,base_luk,base_hp,base_mp,extra_mp,fresh_ap_int,fresh_ap_luk,fresh_ap_dex,fresh_ap_hp,fresh_ap_mp,apr_spent,notes
131,HP5,350,296,11786,8135,6153,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
132,HP5,350,301,11918,8144,6148,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
133,HP5,350,306,12050,8153,6143,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
134,HP5,350,311,12182,8162,6138,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
135,HP5,350,316,12314,8171,6133,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
136,HP5,350,321,12446,8180,6128,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
137,HP5,350,326,12578,8189,6123,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
138,HP5,350,331,12710,8198,6118,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
139,HP5,350,336,12842,8207,6113,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
140,HP5,350,341,12974,8216,6108,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
141,HP5,350,346,13106,8225,6103,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
142,HP5,350,351,13238,8234,6098,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
143,HP5,350,356,13370,8243,6093,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
144,HP5,350,361,13502,8252,6088,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
145,HP5,350,366,13634,8261,6083,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
146,HP5,350,371,13766,8270,6078,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
147,HP5,350,376,13898,8279,6073,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
148,HP5,350,381,14030,8288,6068,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
149,HP5,350,386,14162,8297,6063,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
150,HP5,350,391,14294,8306,6058,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
151,HP5,350,396,14426,8315,6053,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
152,HP5,350,401,14558,8324,6048,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
153,HP5,350,406,14690,8333,6043,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
154,HP5,350,411,14822,8342,6038,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
155,HP5,350,416,14954,8351,6033,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
155,RESET_INT,4,762,14954,8351,6033,0,0,0,0,0,346,INT → LUK (346 APR)
156,HP5,4,767,15086,8322,5990,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
157,HP5,4,772,15218,8293,5947,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
158,HP5,4,777,15350,8264,5904,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
159,HP5,4,782,15482,8235,5861,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
160,HP5,4,787,15614,8206,5818,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
161,HP5,4,792,15746,8177,5775,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
162,HP5,4,797,15878,8148,5732,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
163,HP5,4,802,16010,8119,5689,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
164,HP5,4,807,16142,8090,5646,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
165,HP5,4,812,16274,8061,5603,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
166,HP5,4,817,16406,8032,5560,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
167,HP5,4,822,16538,8003,5517,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
168,HP5,4,827,16670,7974,5474,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
169,HP5,4,832,16802,7945,5431,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
170,HP5,4,837,16934,7916,5388,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
171,HP5,4,842,17066,7887,5345,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
172,HP5,4,847,17198,7858,5302,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
173,HP5,4,852,17330,7829,5259,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
174,HP5,4,857,17462,7800,5216,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
175,HP5,4,862,17594,7771,5173,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
176,HP5,4,867,17726,7742,5130,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
177,HP5,4,872,17858,7713,5087,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
178,HP5,4,877,17990,7684,5044,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
179,HP5,4,882,18122,7655,5001,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
180,HP5,4,887,18254,7626,4958,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
181,HP5,4,892,18386,7597,4915,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
182,HP5,4,897,18518,7568,4872,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
183,HP5,4,902,18650,7539,4829,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
184,HP5,4,907,18782,7510,4786,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
185,HP5,4,912,18914,7481,4743,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
186,HP5,4,917,19046,7452,4700,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
187,HP5,4,922,19178,7423,4657,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
188,HP5,4,927,19310,7394,4614,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
189,HP5,4,932,19442,7365,4571,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
190,HP5,4,937,19574,7336,4528,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
191,HP5,4,942,19706,7307,4485,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
192,HP5,4,947,19838,7278,4442,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
193,HP5,4,952,19970,7249,4399,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
194,HP5,4,957,20102,7220,4356,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
195,HP5,4,962,20234,7191,4313,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
196,HP5,4,967,20366,7162,4270,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
197,HP5,4,972,20498,7133,4227,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
198,HP5,4,977,20630,7104,4184,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
199,HP5,4,982,20762,7075,4141,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
200,HP5,4,987,20894,7046,4098,0,0,0,5,0,5,M1×5 (+110.0 HP); wash→INT 0 LUK 5
200,M2,4,987,27014,2966,18,0,0,0,0,0,340,Method2×340 (+6120.0 HP)
